"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","rangelci","rangemean","rangerci"
"White-browed Piculet","Sasia ochracea","whbpic3","Piciformes","Picidae (Woodpeckers)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"White-browed Piculet","Sasia ochracea","White-browed Piculet","Sasia ochracea","Least Concern","Schedule-II","","",NA,"","","X",94,0.0957446808510638,0.292553191489362,0.51063829787234,10.6702127659574,1.24031749253723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120632,121299,121966
"Heart-spotted Woodpecker","Hemicircus canente","heswoo1","Piciformes","Picidae (Woodpeckers)","High","Strong Decline","Strong Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Heart-spotted Woodpecker","Hemicircus canente","Heart-spotted Woodpecker","Hemicircus canente","Least Concern","Schedule-I","","",NA,"X","X","X",183,0.213114754098361,0.551912568306011,0.688524590163934,18.655737704918,0.898637488297166,33.9805085596627,50.5692344704441,74.0166874885504,-2.22000978394653,0.430891663445631,3.08179311083779,88.4998643736799,107.257816457028,130.283960513554,86.4681237554424,107.744698441114,134.652786230717,84.4414137789737,108.253302497847,139.303123877537,82.4401193592722,108.783920916996,144.221459906962,80.4761913507037,109.336859576764,149.403384770379,78.5566330248618,109.912438247577,154.850130630105,76.6854425602875,110.510990910242,160.566655227515,74.8647368888124,111.132866088934,166.560546663644,129236,129584,129932
"Brown-capped Pygmy Woodpecker","Yungipicus nanus","bncwoo3","Piciformes","Picidae (Woodpeckers)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"Brown-capped Pygmy Woodpecker","Yungipicus nanus","Indian Pygmy Woodpecker","Picoides nanus","Least Concern","Schedule-II","","",NA,"X","X","X",457,0.115973741794311,0.416849015317287,0.590809628008753,14.1466083150985,0.688376207620773,44.8488063285101,58.5539915080079,76.135389490574,-1.00573576338745,0.853433670214381,2.71260310381622,82.5455687669185,98.3520921414686,117.321811075222,81.1675054375423,99.1948944657649,121.411315992957,79.768096572739,100.052737915746,125.740461526668,78.3652697216056,100.925882696563,130.297947613463,76.9700603342454,101.814594680137,135.079755277791,75.5894295894864,102.719145529114,140.086344678365,74.2278377163443,103.639812823896,145.32109854144,72.8881564333224,104.576880192806,150.789427397979,784392,785005,785618
"Gray-capped Pygmy Woodpecker","Yungipicus canicapillus","gycwoo1","Piciformes","Picidae (Woodpeckers)","Moderate","Uncertain","Moderate Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Grey-capped Pygmy Woodpecker","Yungipicus canicapillus","Grey-capped Woodpecker","Picoides canicapillus","Least Concern","Schedule-II","","",NA,"X","X","X",228,0.114035087719298,0.368969298245614,0.495614035087719,12.0701754385965,0.772263201132358,91.1266704010676,125.580053969628,171.709664003587,-1.93790584452622,0.139909926920019,2.21772569836626,82.10759180247,98.2877076507946,117.819615669137,80.1633437603079,98.4867298510639,121.218813512619,78.2228833608676,98.6955829418247,124.81630134156,76.3042499663268,98.91434383151,128.596803063071,74.418118807444,99.143092633453,132.552716130901,72.5708373337425,99.3819127131177,136.681081414932,70.7661168105599,99.6308907372355,140.981898437255,69.0060112869564,99.890116724889,145.457153866998,202577,203129,203681
"Yellow-crowned Woodpecker","Leiopicus mahrattensis","yecwoo1","Piciformes","Picidae (Woodpeckers)","High","Strong Decline","Moderate Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",1,NA,NA,"Yellow-crowned Woodpecker","Leiopicus mahrattensis","Yellow-crowned Woodpecker","Leiopicus mahrattensis","Least Concern","Schedule-I","","",NA,"X","X","X",332,0.108433734939759,0.306852409638554,0.487951807228916,13.921686746988,0.802840942775108,23.6199821072709,33.1875369780749,46.4537125632377,-4.41056397308863,-2.31507702798727,-0.219590082885909,70.7455447645212,84.5846697435947,101.328146206341,67.2732104764093,82.5348205898512,101.517624897176,63.9422661039018,80.5484560668886,101.798799840131,60.761366508307,78.6233898808455,102.151094225304,57.7322424085532,76.7575177700966,102.561631369097,54.8528077367128,74.9488142173983,103.022078986381,52.1188628777112,73.1953293012925,103.526900855294,49.5250607923106,71.4951856805866,104.072348651328,1110226,1110981,1111736
"Brown-fronted Woodpecker","Dendrocoptes auriceps","brfwoo1","Piciformes","Picidae (Woodpeckers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Brown-fronted Woodpecker","Dendrocoptes auriceps","Brown-fronted Woodpecker","Leiopicus auriceps","Least Concern","Schedule-II","","",NA,"X","X","X",137,0.167883211678832,0.503649635036496,0.627737226277372,12.4744525547445,0.939412566054421,61.9590220503674,94.4871611115842,140.748574067867,-2.79968358340183,0.218023306979989,3.23573019736181,87.3511199011719,105.275836168753,127.167594483569,85.2761678616613,105.583739934534,131.117682344663,83.2147268349244,105.916587609374,135.325910835398,81.1859461204671,106.274643041065,139.778672934741,79.2008701188633,106.658188524551,144.471120722148,77.2658009015854,107.067525143212,149.403824019109,75.3841701946355,107.502973132274,154.580921852558,73.5576214964379,107.964872264955,160.009066120298,111835,112155,112475
"Rufous-bellied Woodpecker","Dendrocopos hyperythrus","rubwoo1","Piciformes","Picidae (Woodpeckers)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Rufous-bellied Woodpecker","Dendrocopos hyperythrus","Rufous-bellied Woodpecker","Dendrocopos hyperythrus","Least Concern","Schedule-II","","",NA,"","X","X",72,0.0694444444444444,0.402777777777778,0.652777777777778,13.1111111111111,1.35608681449373,NA,NA,NA,-3.8224132031409,1.83243120400048,7.48727561114187,92.4836058375083,127.894011558695,177.931555176794,89.8356124450528,130.159863355405,190.082558462928,87.218574792136,132.540331461567,203.460860648634,84.6664830940022,135.040142971419,218.123910392721,82.1980106123977,137.66431374861,234.155395596691,79.8229628257366,140.418164722778,251.659852256921,77.5458665160009,143.30733931771,270.760263040131,75.3680391683898,146.337822087946,291.597320008532,59293,59599,59905
"Fulvous-breasted Woodpecker","Dendrocopos macei","fubwoo2","Piciformes","Picidae (Woodpeckers)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Fulvous-breasted Woodpecker","Dendrocopos macei","Fulvous-breasted Woodpecker","Dendrocopos macei","Least Concern","Schedule-II","","",NA,"X","X","X",323,0.086687306501548,0.368808049535604,0.523219814241486,11.2755417956656,0.622656676226515,89.3084498093107,121.611919276465,163.338918873057,-2.61870695105096,-1.14145557423095,0.335795802589057,64.1104188260341,76.8396939523773,92.1925667638373,61.7546986033216,75.9831240391315,93.617939552842,59.450425273014,75.141055687288,95.1392280999449,57.2104428444203,74.3132208069818,96.739934529778,55.0413918383374,73.4993569495271,98.4100089222911,52.9463253818384,72.6992071804719,100.143224245234,50.9261595271733,71.9125199557205,101.935717578411,48.9805082381783,71.1390490006431,103.785147163735,342628,343173,343718
"Freckle-breasted Woodpecker","Dendrocopos analis","frbwoo1","Piciformes","Picidae (Woodpeckers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,1,"Freckle-breasted Woodpecker","Dendrocopos analis","Freckle-breasted Woodpecker","Dendrocopos analis","Least Concern","Schedule-II","","",NA,"","","",23,0.0869565217391304,0.494565217391304,0.695652173913043,6.95652173913043,1.69619393392626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stripe-breasted Woodpecker","Dendrocopos atratus","stbwoo4","Piciformes","Picidae (Woodpeckers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Stripe-breasted Woodpecker","Dendrocopos atratus","Stripe-breasted Woodpecker","Dendrocopos atratus","Least Concern","Schedule-II","","",NA,"","","",11,NA,0.218181818181818,NA,12.7272727272727,3.24858244991324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darjeeling Woodpecker","Dendrocopos darjellensis","darwoo1","Piciformes","Picidae (Woodpeckers)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Darjeeling Woodpecker","Dendrocopos darjellensis","Darjeeling Woodpecker","Dendrocopos darjellensis","Least Concern","Schedule-II","","",NA,"","","X",38,0.157894736842105,0.365131578947368,0.5,11.4473684210526,2.17123907126538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28563,28962,29361
"Great Spotted Woodpecker","Dendrocopos major","grswoo","Piciformes","Picidae (Woodpeckers)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,1,NA,"Great Spotted Woodpecker","Dendrocopos major","Great Spotted Woodpecker","Dendrocopos major","Least Concern","Schedule-II","","",NA,"","","",3,NA,0.333333333333333,NA,7,3.394819582835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Woodpecker","Dendrocopos himalayensis","himwoo1","Piciformes","Picidae (Woodpeckers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Himalayan Woodpecker","Dendrocopos himalayensis","Himalayan Woodpecker","Dendrocopos himalayensis","Least Concern","Schedule-II","","",NA,"","X","X",105,0.19047619047619,0.523809523809524,0.666666666666667,12.0857142857143,1.04635847169221,NA,NA,NA,-5.03455192171301,0.0757266743406475,5.1860052703943,84.4861061927044,115.498618478578,158.89037979492,80.9759912453992,115.790292438937,166.941321768489,77.579882733505,116.156394658021,175.75136024195,74.32291385556,116.597754934694,185.329074464445,71.2160418145808,117.115351796899,195.703222508479,68.2622664695418,117.710315926716,206.916880573643,65.4600562042685,118.383934066608,219.024434365383,62.80529884593,119.137653423948,232.090109485909,97267,97500,97733
"Sind Woodpecker","Dendrocopos assimilis","sinwoo1","Piciformes","Picidae (Woodpeckers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,1,NA,"Sind Woodpecker","Dendrocopos assimilis","Sind Woodpecker","Dendrocopos assimilis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crimson-naped Woodpecker","Dryobates cathpharius","crbwoo6","Piciformes","Picidae (Woodpeckers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Crimson-breasted Woodpecker","Dryobates cathpharius","Scarlet-breasted Woodpecker","Dryobates cathpharius","Least Concern","Schedule-II","","",NA,"","","X",40,0.125,0.371875,0.525,11.9,2.01305625534397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32962,33464,33966
"Bay Woodpecker","Blythipicus pyrrhotis","baywoo1","Piciformes","Picidae (Woodpeckers)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Bay Woodpecker","Blythipicus pyrrhotis","Bay Woodpecker","Blythipicus pyrrhotis","Least Concern","Schedule-II","","",NA,"","","X",112,0.0803571428571429,0.301339285714286,0.508928571428571,9.375,1.15702388881098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104279,104765,105251
"Greater Flameback","Chrysocolaptes guttacristatus","grefla1","Piciformes","Picidae (Woodpeckers)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Greater Flameback","Chrysocolaptes guttacristatus","Greater Flameback","Chrysocolaptes guttacristatus","Least Concern","Schedule-II","","",NA,"X","X","X",454,0.145374449339207,0.512114537444934,0.651982378854626,14.7422907488987,0.660237431903282,89.8949949759719,111.70907403073,142.06361733932,0.771171248901698,2.52704862046913,4.28292599203657,114.985616524073,132.356630066388,152.483654016448,115.396153141617,135.561295283277,159.430887587642,115.755967062982,138.851270274241,166.79581630874,116.08364592097,142.229000453896,174.578208225355,116.391065215532,145.697005843874,182.78551326252,116.686108978398,149.257883475267,191.430195141983,116.974195066051,152.914309872223,200.528261606603,117.259162659519,156.669043619525,210.09843554148,406141,406579,407017
"Malabar Flameback","Chrysocolaptes socialis","grefla4","Piciformes","Picidae (Woodpeckers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,NA,"Malabar Flameback","Chrysocolaptes socialis","","","Not recognized","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-naped Woodpecker","Chrysocolaptes festivus","whnwoo1","Piciformes","Picidae (Woodpeckers)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"White-naped Woodpecker","Chrysocolaptes festivus","White-naped Woodpecker","Chrysocolaptes festivus","Least Concern","Schedule-II","","",NA,"","","X",210,0.0571428571428571,0.320833333333333,0.557142857142857,14.3142857142857,0.915479247167089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579652,580345,581038
"Rufous Woodpecker","Micropternus brachyurus","rufwoo2","Piciformes","Picidae (Woodpeckers)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",1,NA,NA,"Rufous Woodpecker","Micropternus brachyurus","Rufous Woodpecker","Micropternus brachyurus","Least Concern","Schedule-II","","",NA,"X","X","X",448,0.104910714285714,0.455636160714286,0.607142857142857,15.0736607142857,0.647492031097042,60.6848058332469,75.9014219324849,97.3593397749432,-0.277435444622593,1.30457842810359,2.88659230082977,96.5699235298449,109.558681990249,124.383550767209,95.9766123172929,110.892072979943,128.245954163894,95.3484171728513,112.247309816304,132.299865607479,94.700016063213,113.624793868785,136.535678775632,94.0406755215615,115.024934706851,140.94940941307,93.3764527224035,116.448150279678,145.540501432147,92.7114264113109,117.894867100041,150.310604507995,92.0484115313989,119.365520432476,155.262868341252,510431,510987,511543
"Pale-headed Woodpecker","Gecinulus grantia","pahwoo1","Piciformes","Picidae (Woodpeckers)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Pale-headed Woodpecker","Gecinulus grantia","Pale-headed Woodpecker","Gecinulus grantia","Least Concern","Schedule-II","","",NA,"","","X",35,0.171428571428571,0.282142857142857,0.371428571428571,12.9714285714286,2.18209871993212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29706,30254,30802
"Himalayan Flameback","Dinopium shorii","himfla1","Piciformes","Picidae (Woodpeckers)","Moderate","Moderate Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident",NA,NA,NA,"Himalayan Flameback","Dinopium shorii","Himalayan Flameback","Dinopium shorii","Least Concern","Schedule-II","","",NA,"","","X",33,0.181818181818182,0.507575757575758,0.696969696969697,15.2424242424242,2.27448546134415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29780,30290,30800
