eBird.English.Name.2022,eBird.Scientific.Name.2022,eBird.Code,Order,Family,SOIB.Concern.Status,SOIB.Long.Term.Status,SOIB.Current.Status,SOIB.Range.Status,Breeding.Activity.Period,Non.Breeding.Activity.Period,Diet.Guild,India.Endemic,Subcontinent.Endemic,Himalayas.Endemic,Endemic.Region,Habitat.Specialization,Migratory.Status.Within.India,Essential,Discard,Restricted.Islands,India.Checklist.Common.Name,India.Checklist.Scientific.Name,BLI.Common.Name,BLI.Scientific.Name,IUCN.Category,WPA.Schedule,CITES.Appendix,CMS.Appendix,Onepercent.Estimates
Parasitic Jaeger,Stercorarius parasiticus,parjae,Charadriiformes,Stercorariidae (Skuas and Jaegers),NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Arctic Skua,Stercorarius parasiticus,Arctic Jaeger,Stercorarius parasiticus,Least Concern,Schedule-II,,Appendix II,
Long-tailed Jaeger,Stercorarius longicaudus,lotjae,Charadriiformes,Stercorariidae (Skuas and Jaegers),NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Passage Migrant,NA,NA,NA,Long-tailed Skua,Stercorarius longicaudus,Long-tailed Jaeger,Stercorarius longicaudus,Least Concern,Schedule-II,,Appendix II,
Black-legged Kittiwake,Rissa tridactyla,bklkit,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Uncertain,NA,1,NA,Black-legged Kittiwake,Rissa tridactyla,Black-legged Kittiwake,Rissa tridactyla,Vulnerable,Schedule-II,,,
Sabine's Gull,Xema sabini,sabgul,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,None,Wetland,Uncertain,NA,1,NA,Sabine's Gull,Xema sabini,Sabine's Gull,Xema sabini,Least Concern,Schedule-II,,,
Slender-billed Gull,Chroicocephalus genei,slbgul1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Wetland,Resident & Within-India Migrant,NA,NA,NA,Slender-billed Gull,Chroicocephalus genei,Slender-billed Gull,Larus genei,Least Concern,Schedule-II,,Appendix II,
Black-headed Gull,Chroicocephalus ridibundus,bkhgul,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Moderate,Moderate Decline,Uncertain,Large,24 hour,24 hour,Omnivore,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Black-headed Gull,Chroicocephalus ridibundus,Black-headed Gull,Larus ridibundus,Least Concern,Schedule-II,,,10000
Brown-headed Gull,Chroicocephalus brunnicephalus,bnhgul1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Moderate,Strong Decline,Uncertain,Large,Diurnal,Diurnal,Omnivore,No,No,No,None,Wetland,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Brown-headed Gull,Chroicocephalus brunnicephalus,Brown-headed Gull,Larus brunnicephalus,Least Concern,Schedule-II,,,1400
Little Gull,Hydrocoloeus minutus,litgul,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Little Gull,Hydrocoloeus minutus,Little Gull,Hydrocoloeus minutus,Least Concern,Schedule-II,,,
Franklin's Gull,Leucophaeus pipixcan,fragul,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Franklin's Gull,Leucophaeus pipixcan,Franklin's Gull,Larus pipixcan,Least Concern,Schedule-II,,,
White-eyed Gull,Ichthyaetus leucophthalmus,whegul2,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,White-eyed Gull,Ichthyaetus leucophthalmus,White-eyed Gull,Larus leucophthalmus,Least Concern,Schedule-II,,Appendix I,
Sooty Gull,Ichthyaetus hemprichii,soogul2,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Sooty Gull,Ichthyaetus hemprichii,Sooty Gull,Larus hemprichii,Least Concern,Schedule-II,,Appendix II,
Pallas's Gull,Ichthyaetus ichthyaetus,gbhgul2,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Low,Uncertain,Uncertain,Moderate,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Pallas's Gull,Ichthyaetus ichthyaetus,Pallas's Gull,Larus ichthyaetus,Least Concern,Schedule-II,,Appendix II,1000
Common Gull,Larus canus,mewgul,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,None,Wetland,Uncertain,NA,1,NA,Mew Gull,Larus canus,Mew Gull,Larus canus,Least Concern,Schedule-II,,,
Herring Gull,Larus argentatus,hergul,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant,NA,1,NA,Mongolian Gull,Larus smithsonianus mongolicus,Arctic Herring Gull,Larus smithsonianus,Least Concern,Schedule-II,,,
Caspian Gull,Larus cachinnans,casgul2,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant,NA,1,NA,Caspian Gull,Larus cachinnans,Caspian Gull,Larus cachinnans,Least Concern,Schedule-II,,,
Lesser Black-backed Gull,Larus fuscus,lbbgul,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Low,Uncertain,Uncertain,Moderate,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Lesser Black-backed Gull,Larus fuscus,Lesser Black-backed Gull,Larus fuscus,Least Concern,Schedule-II,,,
Brown Noddy,Anous stolidus,brnnod,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Local Migrant,NA,NA,NA,Brown Noddy,Anous stolidus,Brown Noddy,Anous stolidus,Least Concern,Schedule-II,,,
Black Noddy,Anous minutus,blknod,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Black Noddy,Anous minutus,Black Noddy,Anous minutus,Least Concern,Schedule-II,,Appendix II,
Lesser Noddy,Anous tenuirostris,lesnod1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,NA,NA,Lesser Noddy,Anous tenuirostris,Lesser Noddy,Anous tenuirostris,Least Concern,Schedule-II,,,
White Tern,Gygis alba,whiter,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,White Tern,Gygis alba,Atlantic White Tern,Gygis alba,Least Concern,Schedule-II,,,
Sooty Tern,Onychoprion fuscatus,sooter1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Winter Migrant,NA,NA,NA,Sooty Tern,Onychoprion fuscatus,Sooty Tern,Onychoprion fuscatus,Least Concern,Schedule-II,,,
Bridled Tern,Onychoprion anaethetus,briter1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Winter Migrant,NA,NA,NA,Bridled Tern,Onychoprion anaethetus,Bridled Tern,Onychoprion anaethetus,Least Concern,Schedule-II,,,
Little Tern,Sternula albifrons,litter1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Little Tern,Sternula albifrons,Little Tern,Sternula albifrons,Least Concern,Schedule-II,,Appendix II,710
Saunders's Tern,Sternula saundersi,sauter2,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Saunders's Tern,Sternula saundersi,Saunders's Tern,Sternula saundersi,Least Concern,Schedule-II,,Appendix I,
Gull-billed Tern,Gelochelidon nilotica,gubter1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",High,Strong Decline,Uncertain,Restricted,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Winter Migrant,NA,NA,NA,Gull-billed Tern,Gelochelidon nilotica,Common Gull-billed Tern,Gelochelidon nilotica,Least Concern,Schedule-I,,Appendix II,
Caspian Tern,Hydroprogne caspia,caster1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Moderate,Moderate Decline,Uncertain,Moderate,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Winter Migrant,NA,NA,NA,Caspian Tern,Hydroprogne caspia,Caspian Tern,Hydroprogne caspia,Least Concern,Schedule-II,,Appendix II,710
Black Tern,Chlidonias niger,blkter,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Black Tern,Chlidonias niger,Black Tern,Chlidonias niger,Least Concern,Schedule-II,,Appendix II,
White-winged Tern,Chlidonias leucopterus,whwter,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,24 hour,Invertebrate,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,White-winged Tern,Chlidonias leucopterus,White-winged Tern,Chlidonias leucopterus,Least Concern,Schedule-II,,Appendix II,
Whiskered Tern,Chlidonias hybrida,whiter2,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Moderate,Moderate Decline,Strong Decline,Moderate,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Whiskered Tern,Chlidonias hybrida,Whiskered Tern,Chlidonias hybrida,Least Concern,Schedule-II,,,
Roseate Tern,Sterna dougallii,roster,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Summer Migrant,NA,NA,NA,Roseate Tern,Sterna dougallii,Roseate Tern,Sterna dougallii,Least Concern,Schedule-II,,,100
Black-naped Tern,Sterna sumatrana,blnter1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Resident,NA,NA,1,Black-naped Tern,Sterna sumatrana,Black-naped Tern,Sterna sumatrana,Least Concern,Schedule-II,,,
Common Tern,Sterna hirundo,comter,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Low,Data Deficient,Uncertain,Moderate,24 hour,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Common Tern,Sterna hirundo,Common Tern,Sterna hirundo,Least Concern,Schedule-II,,Appendix II,1000
Arctic Tern,Sterna paradisaea,arcter,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,24 hour,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Arctic Tern,Sterna paradisaea,Arctic Tern,Sterna paradisaea,Least Concern,Schedule-II,,,
Black-bellied Tern,Sterna acuticauda,blbter1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",High,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Local Migrant,1,NA,NA,Black-bellied Tern,Sterna acuticauda,Black-bellied Tern,Sterna acuticauda,Endangered,Schedule-I,,,250
River Tern,Sterna aurantia,rivter1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Moderate,Moderate Decline,Moderate Decline,Very Large,Diurnal,Diurnal,Omnivore,No,No,No,None,Wetland,Resident & Local Migrant,NA,NA,NA,River Tern,Sterna aurantia,River Tern,Sterna aurantia,Vulnerable,Schedule-I,,,550
White-cheeked Tern,Sterna repressa,whcter1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Passage Migrant,NA,NA,NA,White-cheeked Tern,Sterna repressa,White-cheeked Tern,Sterna repressa,Least Concern,Schedule-II,,Appendix II,
Great Crested Tern,Thalasseus bergii,grcter1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Low,Data Deficient,Strong Increase,Moderate,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Resident,NA,NA,NA,Greater Crested Tern,Thalasseus bergii,Greater Crested Tern,Thalasseus bergii,Least Concern,Schedule-II,,Appendix II,10000
Sandwich Tern,Thalasseus sandvicensis,santer1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Sandwich Tern,Thalasseus sandvicensis,Sandwich Tern,Thalasseus sandvicensis,Least Concern,Schedule-II,,Appendix II,
Lesser Crested Tern,Thalasseus bengalensis,lecter2,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Low,Data Deficient,Uncertain,Moderate,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Local Migrant,NA,NA,NA,Lesser Crested Tern,Thalasseus bengalensis,Lesser Crested Tern,Thalasseus bengalensis,Least Concern,Schedule-II,,Appendix II,
Indian Skimmer,Rynchops albicollis,indski1,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",High,Data Deficient,Data Deficient,Restricted,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Within-India Migrant,1,NA,NA,Indian Skimmer,Rynchops albicollis,Indian Skimmer,Rynchops albicollis,Endangered,Schedule-I,,,40
White-tailed Tropicbird,Phaethon lepturus,whttro,Phaethontiformes,Phaethontidae (Tropicbirds),NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Resident,NA,1,NA,White-tailed Tropicbird,Phaethon lepturus,White-tailed Tropicbird,Phaethon lepturus,Least Concern,Schedule-II,,,
Red-billed Tropicbird,Phaethon aethereus,rebtro,Phaethontiformes,Phaethontidae (Tropicbirds),NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant,NA,1,NA,Red-billed Tropicbird,Phaethon aethereus,Red-billed Tropicbird,Phaethon aethereus,Least Concern,Schedule-II,,,
Red-tailed Tropicbird,Phaethon rubricauda,rettro,Phaethontiformes,Phaethontidae (Tropicbirds),NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Resident,NA,1,NA,Red-tailed Tropicbird,Phaethon rubricauda,Red-tailed Tropicbird,Phaethon rubricauda,Least Concern,Schedule-II,,,
Red-throated Loon,Gavia stellata,retloo,Gaviiformes,Gaviidae (Loons),NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Red-throated Diver,Gavia stellata,Red-throated Loon,Gavia stellata,Least Concern,Schedule-II,,Appendix II,
Arctic Loon,Gavia arctica,arcloo,Gaviiformes,Gaviidae (Loons),NA,NA,NA,NA,24 hour,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Black-throated Diver,Gavia arctica,Arctic Loon,Gavia arctica,Least Concern,Schedule-II,,Appendix II,
Light-mantled Albatross,Phoebetria palpebrata,limalb,Procellariiformes,Diomedeidae (Albatrosses),NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Light-mantled Albatross,Phoebetria palpebrata,Light-mantled Albatross,Phoebetria palpebrata,Near Threatened,Recent addition,,Appendix II,
Wilson's Storm-Petrel,Oceanites oceanicus,wispet,Procellariiformes,Oceanitidae (Southern Storm-Petrels),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Summer Migrant,NA,NA,NA,Wilson's Storm-petrel,Oceanites oceanicus,Wilson's Storm-petrel,Oceanites oceanicus,Least Concern,Schedule-II,,,
White-faced Storm-Petrel,Pelagodroma marina,wfspet,Procellariiformes,Oceanitidae (Southern Storm-Petrels),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Summer Migrant,NA,1,NA,White-faced Storm-petrel,Pelagodroma marina,White-faced Storm-petrel,Pelagodroma marina,Least Concern,Schedule-II,,,
Black-bellied Storm-Petrel,Fregetta tropica,bbspet1,Procellariiformes,Oceanitidae (Southern Storm-Petrels),NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Uncertain,NA,1,NA,Black-bellied Storm-petrel,Fregetta tropica,Black-bellied Storm-petrel,Fregetta tropica,Least Concern,Schedule-II,,,
Swinhoe's Storm-Petrel,Hydrobates monorhis,swspet,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Swinhoe's Storm-petrel,Hydrobates monorhis,Swinhoe's Storm-petrel,Hydrobates monorhis,Near Threatened,Schedule-II,,,
Barau's Petrel,Pterodroma baraui,barpet1,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Uncertain,NA,1,NA,Barau's Petrel,Pterodroma baraui,Barau's Petrel,Pterodroma baraui,Endangered,Schedule-II,,,
Jouanin's Petrel,Bulweria fallax,joupet,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Uncertain,NA,NA,NA,Jouanin's Petrel,Bulweria fallax,Jouanin's Petrel,Bulweria fallax,Near Threatened,Schedule-II,,,
Streaked Shearwater,Calonectris leucomelas,strshe,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Streaked Shearwater,Calonectris leucomelas,Streaked Shearwater,Calonectris leucomelas,Near Threatened,Schedule-II,,,
Cory's Shearwater,Calonectris diomedea,corshe,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Cory's Shearwater,Calonectris borealis,Scopoli's Shearwater,Calonectris diomedea,Least Concern,Schedule-II,,,
Flesh-footed Shearwater,Ardenna carneipes,flfshe,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Summer Migrant,NA,NA,NA,Flesh-footed Shearwater,Ardenna carneipes,Flesh-footed Shearwater,Ardenna carneipes,Near Threatened,Schedule-II,,,
Wedge-tailed Shearwater,Ardenna pacifica,wetshe,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Summer Migrant,NA,NA,NA,Wedge-tailed Shearwater,Ardenna pacifica,Wedge-tailed Shearwater,Ardenna pacifica,Least Concern,Schedule-II,,,
Sooty Shearwater,Ardenna grisea,sooshe,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Summer Migrant,NA,NA,NA,Sooty Shearwater,Ardenna grisea,Sooty Shearwater,Ardenna grisea,Near Threatened,Schedule-II,,,
Short-tailed Shearwater,Ardenna tenuirostris,shtshe,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Summer Migrant,NA,NA,NA,Short-tailed Shearwater,Ardenna tenuirostris,Short-tailed Shearwater,Ardenna tenuirostris,Least Concern,Schedule-II,,,
Tropical Shearwater,Puffinus bailloni,troshe5,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Uncertain,NA,1,NA,Tropical Shearwater,Puffinus bailloni,Tropical Shearwater,Puffinus bailloni,Least Concern,Schedule-II,,,
Persian Shearwater,Puffinus persicus,pershe1,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,24 hour,Diurnal,Omnivore,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Persian Shearwater,Puffinus persicus,Persian Shearwater,Puffinus persicus,Least Concern,Schedule-II,,,
Asian Openbill,Anastomus oscitans,asiope1,Ciconiiformes,Ciconiidae (Storks),Low,Stable,Strong Decline,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Resident,NA,NA,NA,Asian Openbill,Anastomus oscitans,Asian Openbill,Anastomus oscitans,Least Concern,Schedule-II,,,3000
Black Stork,Ciconia nigra,blasto1,Ciconiiformes,Ciconiidae (Storks),Moderate,Uncertain,Strong Decline,Moderate,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Black Stork,Ciconia nigra,Black Stork,Ciconia nigra,Least Concern,Schedule-II,Appendix II,Appendix II,100
Asian Woolly-necked Stork,Ciconia episcopus,wonsto1,Ciconiiformes,Ciconiidae (Storks),Low,Stable,Moderate Decline,Very Large,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Open Habitat,Resident,NA,NA,NA,Woolly-necked Stork,Ciconia episcopus,Asian Woollyneck,Ciconia episcopus,Near Threatened,Schedule-II,,,250
White Stork,Ciconia ciconia,whisto1,Ciconiiformes,Ciconiidae (Storks),NA,NA,NA,NA,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,White Stork,Ciconia ciconia,White Stork,Ciconia ciconia,Least Concern,Schedule-I,,Appendix II,
Black-necked Stork,Ephippiorhynchus asiaticus,blnsto1,Ciconiiformes,Ciconiidae (Storks),Moderate,Uncertain,Strong Decline,Moderate,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Resident,NA,NA,NA,Black-necked Stork,Ephippiorhynchus asiaticus,Black-necked Stork,Ephippiorhynchus asiaticus,Near Threatened,Schedule-II,,,10
Lesser Adjutant,Leptoptilos javanicus,lesadj1,Ciconiiformes,Ciconiidae (Storks),Moderate,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Resident & Local Migrant,NA,NA,NA,Lesser Adjutant,Leptoptilos javanicus,Lesser Adjutant,Leptoptilos javanicus,Vulnerable,Schedule-I,,,50
Greater Adjutant,Leptoptilos dubius,greadj1,Ciconiiformes,Ciconiidae (Storks),High,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Open Habitat,Resident,1,NA,NA,Greater Adjutant,Leptoptilos dubius,Greater Adjutant,Leptoptilos dubius,Endangered,Schedule-I,,,7
Painted Stork,Mycteria leucocephala,paisto1,Ciconiiformes,Ciconiidae (Storks),Moderate,Uncertain,Uncertain,Very Large,24 hour,24 hour,Vertebrate & Carrion,No,No,No,None,Wetland,Resident,NA,NA,NA,Painted Stork,Mycteria leucocephala,Painted Stork,Mycteria leucocephala,Near Threatened,Schedule-II,Appendix I,,250
Lesser Frigatebird,Fregata ariel,lesfri,Suliformes,Fregatidae (Frigatebirds),NA,NA,NA,NA,Diurnal,Diurnal,Vertebrate & Carrion,No,No,No,None,Wetland,Uncertain,NA,1,NA,Lesser Frigatebird,Fregata ariel,Lesser Frigatebird,Fregata ariel,Least Concern,Schedule-II,,,
