"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","rangemean","rangelci","rangerci"
"White-winged Duck","Asarcornis scutulata","whwduc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","High","Data Deficient","Data Deficient","Restricted","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",1,NA,NA,"White-winged Wood-Duck","Asarcornis scutulata","White-winged Duck","Asarcornis scutulata","Critically Endangered","Schedule-I","Appendix I","Appendix II",5,"White-winged Duck","Asarcornis scutulata","avibase-FDB6503B",1,6.6,1,0.082202361,33,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-crested Pochard","Netta rufina","recpoc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Red-crested Pochard","Netta rufina","Red-crested Pochard","Netta rufina","Least Concern","Schedule-II","","Appendix II",1000,"Red-crested Pochard","Netta rufina","avibase-3EC2CDA9",1,6.15,1,0.186291468,34,"","","X",1,NA,1,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,115,139
"Common Pochard","Aythya ferina","compoc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Moderate","Moderate Decline","Uncertain","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Common Pochard","Aythya ferina","Common Pochard","Aythya ferina","Vulnerable","Schedule-I","","Appendix II",NA,"Common Pochard","Aythya ferina","avibase-A96692E0",1,5.55,1,0.086981848,35,"","","X",25,0.04,0.235,0.2,18.48,2.22647718155835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5529,5481,5577
"Ferruginous Duck","Aythya nyroca","ferduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Strong Increase","Large","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Ferruginous Duck","Aythya nyroca","Ferruginous Duck","Aythya nyroca","Near Threatened","Schedule-II","","Appendix I",1000,"Ferruginous Duck","Aythya nyroca","avibase-7CF91527",1,5.4,1,0.055676043,36,"","","X",1,1,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Baer's Pochard","Aythya baeri","baepoc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",1,NA,NA,"Baer's Pochard","Aythya baeri","Baer's Pochard","Aythya baeri","Critically Endangered","Schedule-I","","Appendix I",NA,"Baer's Pochard","Aythya baeri","avibase-750FE708",1,5.75,1,0.038131833,37,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tufted Duck","Aythya fuligula","tufduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Uncertain","Uncertain","Large","24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Tufted Duck","Aythya fuligula","Tufted Duck","Aythya fuligula","Least Concern","Schedule-II","","Appendix II",3900,"Tufted Duck","Aythya fuligula","avibase-67CEA1C1",1,6.01,1,0.092270565,38,"","","X",5,0.4,0.24,NA,21,2.70167355540968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Greater Scaup","Aythya marila","gresca","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Greater Scaup","Aythya marila","Greater Scaup","Aythya marila","Least Concern","Schedule-II","","Appendix II",NA,"Greater Scaup","Aythya marila","avibase-25C94A8F",1,6.54,1,NA,39,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-tailed Duck","Clangula hyemalis","lotduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Long-tailed Duck","Clangula hyemalis","Long-tailed Duck","Clangula hyemalis","Vulnerable","Schedule-II","","Appendix II",NA,"Long-tailed Duck","Clangula hyemalis","avibase-AF0C7BDE",NA,5.67,1,NA,40,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","comgol","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Common Goldeneye","Bucephala clangula","Common Goldeneye","Bucephala clangula","Least Concern","Schedule-II","","Appendix II",NA,"Common Goldeneye","Bucephala clangula","avibase-68EA281A",1,8.17,1,NA,41,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smew","Mergellus albellus","smew","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Smew","Mergellus albellus","Smew","Mergellus albellus","Least Concern","Schedule-II","","Appendix II",NA,"Smew","Mergellus albellus","avibase-F1F52036",1,5.4,1,NA,42,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Merganser","Mergus merganser","commer","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Low","Data Deficient","Uncertain","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Common Merganser","Mergus merganser","Goosander","Mergus merganser","Least Concern","Schedule-II","","Appendix II",50,"Common Merganser","Mergus merganser","avibase-407E2CA8",1,6.23,2,0.013061453,43,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-breasted Merganser","Mergus serrator","rebmer","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Red-breasted Merganser","Mergus serrator","Red-breasted Merganser","Mergus serrator","Least Concern","Schedule-II","","Appendix II",NA,"Red-breasted Merganser","Mergus serrator","avibase-8DB64266",NA,5.7,1,NA,44,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","whhduc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"White-headed Duck","Oxyura leucocephala","White-headed Duck","Oxyura leucocephala","Endangered","Schedule-I","Appendix II","Appendix I",NA,"White-headed Duck","Oxyura leucocephala","avibase-2E40EF2C",NA,5.86,1,0.051930935,45,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicobar Megapode","Megapodius nicobariensis","nicscr1","Galliformes","Megapodiidae (Megapodes)","High","Data Deficient","Data Deficient","Restricted","24 hour","24 hour","Invertebrate","Yes","Yes","No","Nicobar Islands","Forest","Resident",NA,NA,1,"Nicobar Megapode","Megapodius nicobariensis","Nicobar Scrubfowl","Megapodius nicobariensis","Vulnerable","Schedule-I","","",NA,"Nicobar Megapode","Megapodius nicobariensis","avibase-F4042498",1,5.99,2,1,46,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","hilpar1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","Yes","Himalayas","Forest","Resident",NA,NA,NA,"Hill Partridge","Arborophila torqueola","Hill Partridge","Arborophila torqueola","Least Concern","Schedule-II","","",NA,"Hill Partridge","Arborophila torqueola","avibase-E74469BF",1,5.04,4,0.291360731,47,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut-breasted Partridge","Arborophila mandellii","chbpar2","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","No","Yes","Yes","Eastern Himalayas","Forest","Resident",NA,NA,NA,"Chestnut-breasted Partridge","Arborophila mandellii","Chestnut-breasted Partridge","Arborophila mandellii","Near Threatened","Schedule-I","","",NA,"Chestnut-breasted Partridge","Arborophila mandellii","avibase-768C2230",1,5.11,1,0.683794172,48,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-throated Partridge","Arborophila rufogularis","rutpar1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Rufous-throated Partridge","Arborophila rufogularis","Rufous-throated Partridge","Arborophila rufogularis","Least Concern","Schedule-II","","",NA,"Rufous-throated Partridge","Arborophila rufogularis","avibase-5CEEFC64",1,5.16,2,0.193614792,49,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-cheeked Partridge","Arborophila atrogularis","whcpar1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,NA,"White-cheeked Partridge","Arborophila atrogularis","White-cheeked Partridge","Arborophila atrogularis","Least Concern","Schedule-II","","",NA,"White-cheeked Partridge","Arborophila atrogularis","avibase-65723342",1,4.73,1,0.479422392,50,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Snow Partridge","Lerwa lerwa","snopar1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,NA,"Snow Partridge","Lerwa lerwa","Snow Partridge","Lerwa lerwa","Least Concern","Schedule-II","","",NA,"Snow Partridge","Lerwa lerwa","avibase-AEC62A99",1,6.36,1,0.150071514,51,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blood Pheasant","Ithaginis cruentus","blophe1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",1,NA,NA,"Blood Pheasant","Ithaginis cruentus","Blood Pheasant","Ithaginis cruentus","Least Concern","Schedule-I","Appendix II","",NA,"Blood Pheasant","Ithaginis cruentus","avibase-FFF63987",1,6,4,0.041539364,52,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Tragopan","Tragopan melanocephalus","westra1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Plant & Seed","No","Yes","Yes","Western Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Western Tragopan","Tragopan melanocephalus","Western Tragopan","Tragopan melanocephalus","Vulnerable","Schedule-I","Appendix I","",NA,"Western Tragopan","Tragopan melanocephalus","avibase-44BD6CF1",1,6.69,1,0.749804211,53,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satyr Tragopan","Tragopan satyra","sattra1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Plant & Seed","No","Yes","Yes","Indian Subcontinent","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Satyr Tragopan","Tragopan satyra","Satyr Tragopan","Tragopan satyra","Least Concern","Schedule-I","","",NA,"Satyr Tragopan","Tragopan satyra","avibase-FB26CE58",1,6.88,1,0.2789342,54,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Tragopan","Tragopan blythii","blytra1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","No","No","Yes","Eastern Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Blyth's Tragopan","Tragopan blythii","Blyth's Tragopan","Tragopan blythii","Vulnerable","Schedule-I","Appendix I","",NA,"Blyth's Tragopan","Tragopan blythii","avibase-528CC7C2",1,6.96,2,0.477487865,55,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temminck's Tragopan","Tragopan temminckii","temtra1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Temminck's Tragopan","Tragopan temminckii","Temminck's Tragopan","Tragopan temminckii","Least Concern","Schedule-I","","",NA,"Temminck's Tragopan","Tragopan temminckii","avibase-5DDD7AA1",1,6.38,1,0.022228069,56,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Monal","Lophophorus impejanus","himmon1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","Yes","Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Himalayan Monal","Lophophorus impejanus","Himalayan Monal","Lophophorus impejanus","Least Concern","Schedule-I","Appendix I","",NA,"Himalayan Monal","Lophophorus impejanus","avibase-F57FA437",1,6.41,1,0.270813823,57,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sclater's Monal","Lophophorus sclateri","sclmon1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Plant & Seed","No","No","Yes","Eastern Himalayas","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,NA,"Sclater's Monal","Lophophorus sclateri","Sclater's Monal","Lophophorus sclateri","Least Concern","Schedule-I","Appendix I","",NA,"Sclater's Monal","Lophophorus sclateri","avibase-298DEB8C",1,7.59,2,0.493452603,58,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koklass Pheasant","Pucrasia macrolopha","kokphe1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Koklass Pheasant","Pucrasia macrolopha","Koklass Pheasant","Pucrasia macrolopha","Least Concern","Schedule-II","","",NA,"Koklass Pheasant","Pucrasia macrolopha","avibase-6383E214",1,5.06,5,0.051905562,59,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tibetan Partridge","Perdix hodgsoniae","tibpar1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Tibetan Partridge","Perdix hodgsoniae","Tibetan Partridge","Perdix hodgsoniae","Least Concern","Schedule-I","","",NA,"Tibetan Partridge","Perdix hodgsoniae","avibase-ABB81DC6",1,3.91,2,0.015813863,60,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mrs. Hume's Pheasant","Syrmaticus humiae","humphe1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Mrs. Hume's Pheasant","Syrmaticus humiae","Mrs Hume's Pheasant","Syrmaticus humiae","Vulnerable","Schedule-I","Appendix I","",NA,"Mrs. Hume's Pheasant","Syrmaticus humiae","avibase-FAF7DC71",1,5.85,1,0.079361151,61,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheer Pheasant","Catreus wallichii","chephe1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Plant & Seed","No","Yes","Yes","Western Himalayas","Forest","Resident",NA,NA,NA,"Cheer Pheasant","Catreus wallichii","Cheer Pheasant","Catreus wallichii","Vulnerable","Schedule-I","Appendix I","",NA,"Cheer Pheasant","Catreus wallichii","avibase-BCF98F51",1,5.91,1,0.570427633,62,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kalij Pheasant","Lophura leucomelanos","kalphe","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Kalij Pheasant","Lophura leucomelanos","Kalij Pheasant","Lophura leucomelanos","Least Concern","Schedule-I","","",NA,"Kalij Pheasant","Lophura leucomelanos","avibase-93A17734",1,5.04,5,0.242479387,63,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Peafowl","Pavo cristatus","compea","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Low","Strong Increase","Moderate Increase","Very Large","Diurnal","Diurnal","Plant & Seed","No","Yes","No","Indian Subcontinent","Non-specialized","Resident",NA,NA,NA,"Indian Peafowl","Pavo cristatus","Indian Peafowl","Pavo cristatus","Least Concern","Schedule-I","","",NA,"Indian Peafowl","Pavo cristatus","avibase-A8C34DC9",1,8.91,1,0.93022396,64,"X","X","X",239,0.0460251046025105,0.699790794979079,0.895397489539749,15.0627615062761,0.771011346921053,1073.45852052393,1382.23043502499,1914.56878707017,23.3068878804808,43.4435948910843,63.5803019016878,152.140049134504,170.662498586319,191.349703015851,155.560502651888,177.468851672264,202.281806403998,158.972514447065,184.502578081228,214.02868518873,162.420763193036,191.913314103996,226.50609235477,165.935505730009,199.552319065265,239.701262388286,169.527742900667,207.428841597423,253.664645144137,173.172173645933,215.633511701431,268.582751509992,176.816481099607,224.233185354011,284.386418610286,142464,142454,142474
"Green Peafowl","Pavo muticus","grepea1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Uncertain",NA,1,NA,"Green Peafowl","Pavo muticus","Green Peafowl","Pavo muticus","Endangered","Schedule-I","Appendix II","",NA,"Green Peafowl","Pavo muticus","avibase-990B9171",1,8.96,1,NA,65,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Spurfowl","Galloperdix spadicea","redspu1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Omnivore","Yes","Yes","No","Mainland India","Forest","Resident",NA,NA,NA,"Red Spurfowl","Galloperdix spadicea","Red Spurfowl","Galloperdix spadicea","Least Concern","Schedule-II","","",NA,"Red Spurfowl","Galloperdix spadicea","avibase-730665C1",1,5.92,3,1,66,"","X","X",63,0.111111111111111,0.392857142857143,0.603174603174603,16.9206349206349,1.54804062896576,NA,NA,NA,-8.29413339588738,-2.64152535742089,3.0110826810456,81.46195234961,106.873862855369,139.994490763026,76.6741579019418,104.5448250899,142.324225130679,72.1064988419023,102.16831837152,144.984128925965,67.7352330116441,99.990888012751,147.824087957155,63.565438123742,97.7668943482511,150.766475689855,59.6183176099573,95.7178258403782,154.057433719434,55.8730512355037,93.8088398024965,157.416082289329,52.3389487026616,92.0478275110344,160.596460292543,40124,40047,40201
"Painted Spurfowl","Galloperdix lunulata","paispu1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Moderate","Uncertain","Moderate Decline","Moderate","Diurnal","Diurnal","Omnivore","Yes","Yes","No","Mainland India","Forest & Plantation","Resident",NA,NA,NA,"Painted Spurfowl","Galloperdix lunulata","Painted Spurfowl","Galloperdix lunulata","Least Concern","Schedule-II","","",NA,"Painted Spurfowl","Galloperdix lunulata","avibase-3A5DB01C",1,5.43,1,1,67,"","","X",50,0.02,0.26,0.34,17.36,1.3873540860213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39589,39433,39745
"Gray Peacock-Pheasant","Polyplectron bicalcaratum","grypep2","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Grey Peacock-Pheasant","Polyplectron bicalcaratum","Grey Peacock-Pheasant","Polyplectron bicalcaratum","Least Concern","Schedule-I","Appendix II","",NA,"Grey Peacock-Pheasant","Polyplectron bicalcaratum","avibase-824E5471",1,6.59,1,0.129834608,68,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
